2025-12-21 08:08:27: Server: SSH-2.0-OpenSSH_9.6p1 Ubuntu-3ubuntu13.14
2025-12-21 08:08:27: Server KEXes: sntrup761x25519-sha512@openssh.com,curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group-exchange-sha256,diffie-hellman-group16-sha512,diffie-hellman-group18-sha512,diffie-hellman-group14-sha256,ext-info-s,kex-strict-s-v00@openssh.com
2025-12-21 08:08:27: Server Host Keys: rsa-sha2-512,rsa-sha2-256,ecdsa-sha2-nistp256,ssh-ed25519
2025-12-21 08:08:27: Chosen Host Key: ssh-ed25519
2025-12-21 08:08:27: Ciphers: chacha20-poly1305@openssh.com,aes128-ctr,aes192-ctr,aes256-ctr,aes128-gcm@openssh.com,aes256-gcm@openssh.com
2025-12-21 08:08:27: MACs: umac-64-etm@openssh.com,umac-128-etm@openssh.com,hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,umac-64@openssh.com,umac-128@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1
2025-12-21 08:08:27: Auth: start: publickey
2025-12-21 08:08:27: Auth: publickey: no keys available
2025-12-21 08:08:27: Auth: start: password
2025-12-21 08:08:28: -- Analysis Started by On File Change, After Delay
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/87/a60d92d8a2500b31b00f3053d30d19fcab68d5
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/88/00ea99a125a53e6a3caf7b84b70c39a17fbad3
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/88/5c4d48bf179109243dd8be24aede29bddf3378
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/89/aaffa4e2188924de50d06139e96d1681bf7c33
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8a/bdf43caadb4ab164fad405a0adaf5bf841c8a6
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8a/d6add525ce5191233e4cff15c4eed9500559e0
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8a/e52cbeb923384bbd188ca6d8a3e85b5dacb415
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8b/27e5506e6b1a9b43aeae5c020070d75b41f364
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8b/49760fc8d57a63812ec5d7bb09baa127f930c6
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8b/6ca08a9cc53a1eddd3cf26018088b93d95ee4a
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8b/c8ab990b723a7c94a7a35e36015a7507f1586b
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8c/1d844bed0c0621d61c2a84c955e0ff86a9fa92
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8c/1e2592dd1fd4408e137d61fe3357a3e6da357c
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8c/1f3b7fe87718ea003e36a2dcf42ef5a55fb0f4
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8c/54824f89387978aca03348b6469d289cedd82b
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8c/a6fa1894d73c47b4f5b0c6e70d1f60a10164d6
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8c/f3720842d3414eddf7007bfe41e06faf429123
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8d/1bccaeb0c05fb6863d08473488fa08ea9bd899
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8d/6312217047116bbb60b075049c26632ae64524
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8d/b0a0ea99e493c6a6cbc9922c42e6a7789a0b11
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8d/d25663c4f22384b2d1c4d8dd73c6d25611c956
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8d/ecacc3c5e2fa972833f7cd6aa5b761284631a0
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8d/ee11485fc8ccd0641e686cb138be1c15f2a670
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8d/f06471e7b2ebdf954d08510616801549a3afdb
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8d/f86fd17734aa04bfb942ab64d2ad52304aef4c
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8d/fe8e16acbb95726e211d688863e1eaa2a6aab9
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8e/4a33fbbef9d84a091c33a8455100f38f4dea7d
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8f/9f77f199a0bf08fabcded95c8d9240c2ae9477
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8f/dd519cc737894a62f3ecaf486644a1114634c4
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/8f/f4186df0629f1b186b214eae4311b0510cf8e3
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/90/6459e061a154ee68ca8ab7bd2878f7008d989a
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/90/7b9e5e927fb66886b6a3816270a612a558eef5
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/90/c7c181c6f879794eaaf21b2e2a4e31af1251ed
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/91/4bbeb2e8a4c6c69c260235f5111c690c65d1d0
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/91/6433491e7af07358e46e8b53fe14f95a27e7bb
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/91/834dc6a2e8189d8fa909f4aa8305d051640c4a
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/91/a4b43998620c006447ad01102448235800747c
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/92/95564a3a56214236e38a81a23bd2771fe097c8
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/92/dea1b02073798ce28aeebb5a6cdb3c03e3efc4
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/92/f291afd502f4213ce3c4a015044c1229847ad0
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/93/50725cc2913df8cc4e909b195cbb562c2c4a1b
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/93/cd393d9ecef375720a03ea0988c7b46ca2e01b
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/93/f1ea3d8bbb95f774c9facc18e59ceb1e09d080
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/94/06866e16b4f0bc9a9aa79a43faf0411d1b8345
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/94/2cbe8809dfacb9a0443edfdad6d67622c2e08f
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/94/39f0018755df812a5d3c0efbe104e4d270bc92
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/94/7c2339a224551785246c465d2045c931379ea9
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/94/807f00ec2b61c03c49400dcf5a79c3824c931e
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/94/8fad8e33ceb46155974ad59cde1dd812e1355b
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/95/4a61c5b9fee821a917cb43172b8009391a66f6
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/95/9fc6cf8d7d176444ec584f6b5ab74df07f5500
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/95/d4babba7dd900fcd33f4ba64fc1794cbbf907a
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/96/1c756cb0e6ebaf4a5e52afd677883f044baeb3
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/96/2a8b608bbd64c8f3e1b0c0462c160781e18d50
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/96/3398b97e18556a6ba0c77f305e7069f46d6741
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/96/430f35023fcb33494d77cf80561c56d7b4c700
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/96/c2e3da9318c595865965bbdc24f353abed2e01
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/96/f86bed45e0cbd5352e456b50a46e9448650752
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/96/fbb1f353e8e8e61bba878bbaf0fa7c854d6d28
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/97/0c6d6ffb10236c6fecf6ce39ca4bb45974ecf7
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/97/150a3d310da94f5a2c2a986d97b3dc77c6080e
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/97/2052dca7dde8068531578aca532aa49fd86004
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/97/7295be94357a727fc48fcc22de4fb156722e16
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/97/ac836e6c1369843af5643726726945714ad8a4
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/98/6fde1ba46ce86f2963d9bb4c2ae884226983b2
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/98/9e2f6d82693b3e7b5161bb72e61c907637d0e7
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/98/cc95ca68fb7a0ac1bea0a57145e5a53c0b6e22
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/98/f52b7fffc846b9dec03486d2209147476215a7
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/99/115d742fec66513fc3b6ec68285f918a99d9fb
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/99/b09a774249ce9b80847b3ec4dcb03a915a5128
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/9a/50af16fcdd122e1666fa49b13d2e1a27755670
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/9a/700ea21a57ed151a0ac7621b37c3dad51acf79
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/9a/bc5d3134d68225f5991d16dafe0d54e1a47bf7
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/9a/c543b5de74088e454a1d07ffbfc8c230520212
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/9a/d33dfac6ca0f05a2c041cb0a27de98ed8caa7f
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/9b/0cfee3d414222319fec17dc709f741b84e0b83
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/9b/164da85e8b2e5a3ae2dad8d5114736874b1ba8
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/9b/20e9acf2d1c96faca89c4e2e6ca6e2928f3d05
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/9b/905fff37d07659d50ee9bdff8b223d5b13a07a
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/9b/9e49409660bb57a2c068964ccc50b57511ecf0
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/9b/b5f129bfa40fe9bf8e3d38a36fc340cca1791d
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/9b/ba5f81bfe36dfccde9da618b61e0d2684adcf3
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/9c/585ee705886e564e5055b58f171dfd55a12546
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/9c/b74c5d07492b18512254e3e6bea2befabdfc5e
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/9d/044ffd6b4ee98aa852beb8415cceeb507a50a3
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/9d/609e7c7367d5ad73aca865c037243e4769b16c
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/9d/6d02280174ddea84d70c21011f213226680610
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/9d/e319e790ae69e5ad9bbe14b417d62a4e9695d9
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/9e/38f77898389a5018491102da9320b58bfbbe8f
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/9f/68016b03b2ec25bed624d37d22cb58154c563f
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/9f/bb51961fbc4f2bc6f99f564cfbfe32ab70cbce
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/9f/c3cea71b3d9eed756ba2d545ce91949abdbcb3
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a0/89734b0f0018b4de67348938d0e6605cf93bc5
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a0/b2abb91044fcf8701b2c0d5802f1c13109def4
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a0/b4e6afb5ade50e2ecd7991a0b570ba2aa8971f
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a0/e0d26fc61ddbaa473ca0f93ea43aaaadfce93c
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a0/f7b14302c687131d1f1500c26a1c22f6cc91f0
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a1/30d84b58d93ec488e09d6e8a6987d5bffe01b7
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a1/80fae0cc6b19619004bb98b9a7f34977f66aeb
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a1/8d085c220f656721f9ce29a3e3faacca6fc121
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a2/7123e87653dc5711e124556e11328eb8006af0
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a3/05716c5acd0737c778a7c871d69d072465d696
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a3/7d73f00e53cf1d849804ba3fad47d021944a91
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a3/8a5507aecb471f618243028feb314474645c57
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a3/cc12333a3dd4e92d9bb78ae9920569a794a7c5
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a4/2a7c22ea432397729309c31842c560838f8c7d
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a4/6c66a28001a949adb4d31278bec8ad41e0ca8f
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a4/7d4f264c9d37a9f86ba3ac0af601d597119ded
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a4/a1eb21555c110d92e811ff95056a3a7347fb13
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a4/f6e4f8276582f01a2aac54dca97fcac5e2c7d6
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a5/03c0787d03575b8462d773e99ed55746842e46
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a5/187df11b381453325c4153db53e30a838af70d
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a5/97ee698a0dd98a8db081bb35713aa7da7a729c
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a5/eba3c12df38f321e384ada317fc2c9cbaf8c2c
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a5/f1e3879e81c39c38c6d89cc7df4121b1d49ab1
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a5/f9e8749d852185790c4648c64a4516189c2fbb
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a6/78d070b19bddd5381a38177b6664e77036e9be
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a7/04f59046c64420d610792db56504b302a4c868
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a7/c91d9d74543f91b3ddcf2cd1706ef54503f8dc
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a7/ca82e46a5229cad4c6e61b8f912d68f16df708
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a8/879a09a7b191b5ed088492c1d47e7c07c34610
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a8/d350d813ba536513623e953bc302f7490487b0
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a8/e4749ea472e6026c5b686c544dc5df9471236d
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a9/6549009b58cb165e3d64339b2066f082128da8
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/a9/cf4077e394ad4ebfc3fdf8637326d99468d9c5
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/aa/782f558f475f25e3d2a60392dcaa706a929b27
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/ab/ad8c6ad1e74ebce918e9be538ebb11a4ef2141
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/ab/d1ea473e7fe3ebacd7252458ed6952b71b0434
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/ac/12f111c4cb9bfb88dcf0c0d676520f03150498
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/ac/37689e7d58ea7b35b46caeb5434cbc66c96725
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/ac/4627f75845e5f9ef29698598274f4e3065e696
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/ac/8f431ce9597a69d971611c01805e8c70e7f8a1
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/ad/1da2b737c3c493de1b53a7dbfb7d423d5a0e8a
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/ad/326095009b7545cf55deef59b8354e81fe3592
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/ad/639e01b80d220a7423b34b0c09d0fe508d2f35
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/ad/7807603ae51ae0829e9a9f9672074971210544
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/ad/91d08d70fb2e073130b52e4af7e423d5763682
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/ad/d1ed2195e4b50de44b440968cd8cddb2b6e6e1
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/ae/390d0de60a9bf137d8000d37eb439af28e1f91
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/ae/5d70426b5b457bee71e1344f95192e49921952
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/af/c2f69c56d7a491805ae5bf42fad13bdc0fabb0
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b0/93b0c11cfcbb55ce4022aff5dbf3e9f9c17560
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b1/176110adee2ceb2c809595ffaac59870b96124
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b1/3a35996b077ae03728889154031ee8c86ecdf6
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b1/9fd10eddaa0d4edcb1039a935dff6ed3ac343f
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b2/06eb8a45391d82cf1247dcba2319494f8b5408
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b3/91c6dc37aec81781fda611780a89aa4fef58b1
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b4/6e1730bcc2ea2879e291f85d2e74a6fe186f13
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b4/d8f7b5765b9a5e36db06c3d894feb4b072ffd3
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b5/58a4818d9984d36ca90bdb20a8edbe7e8938c2
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b5/5c66258e0f6fc87d1cdce63378e7fa33acd94f
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b5/ab38fb1c1ba1859ddedaa74072a7c86f68ca5e
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b5/f7573c8e56115fa8730f61cbddca4f76bc6475
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b6/397f8ff2a900edf91939bd2dafdef50a2835d5
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b6/4a8b9d7b447b2ff109b7559efd4d655d06b7f3
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b6/64ae3ba0a0e4f545313da1420d5700d8e7fd9a
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b7/3aadf71fe2741fc8d4e0f86168dd802b4ac777
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b7/96f426b88b167dad48c982a1c5055a3e0bd95f
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b7/ca62aa201cb009ebd35388cfe09b8f0d406a1d
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b8/0919090789dc83d6ab5d43f81cd8c338bf6315
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b8/41a8d03b71e8874fc7bf40d5a2d00dfa122827
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b8/6a6cbf4bb3cff2c0e00cc81b8689c4308d21b9
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b8/8a2df4390185a60b413342debaec2810fdfc67
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b8/8afb72970ac0825a4ac2912d4bf7e6854082a4
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b9/12f44ee12a62f44ab739bbc666350ff9fabafd
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b9/48eb0d0d52e03c835e0cd2960dd794815f806a
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b9/d1b8a4a6dd75045d47742a9daa3613b338bee2
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b9/ec9f1e40564511d766088643d2a4f9bd4b1dcd
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/b9/edfd17a9650ed67b6fbd3329a664f52565b285
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/ba/ad4e41ce87916a75315dde33f80831e6fa8376
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/bb/2ffe75e10e9862ddf41e3cc4f44020e23ef363
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/bb/b43e73ef77ee9c644f958fc2f2dc45781c4c30
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/bb/e41e202593828bd285e597a12bde535f3fb1d3
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/bc/b7976efe1d673cfbd20cdbff60d07ce0d15891
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/bc/e5b657d391590fa2d15bd03a058cc5682ec1f7
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/bd/4f2b25926ce605bfbbe4bb150813176d78c13c
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/bd/ace551e0376dba133b0c40778a35fdd6929264
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/bd/bef70d3bf8b7c315e4564900bc89a4b04f5d72
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/be/3da44d1b38c62563ec3c72a247b31e2ee86c19
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/be/bb680d5914137602d7d15129bd5500c33295e4
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/be/cfc34cf898460242e7b7cde944aa279e7b818c
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/bf/323ca7bf8f2c5c3463f871da7eb14cc5d38e95
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/bf/d837a6d1bc6831d732dfa45c88cd55bfdb720a
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/bf/ec33f1ca21482371911b86016d62cb04efa721
2025-12-21 08:08:28: Cannot autoresolve the conflict because time is the same on both sides: /.git/objects/c0/e0517ca00e0d657f00c263d073e849b601c27c
